run_id,transmissionProbability,meanTimeToRecover,meanImmunityDuration
1,0.03840381355044108,75.71617088960636,200.51649131219253
2,0.038414563363105676,27.396019496312693,295.92204459479666
3,0.038410980092217474,43.50273709928069,154.12019186146756
4,0.038393063141730036,29.03632511412066,105.1109380295884
5,0.03838948046688828,45.14304271708866,293.3090852962593
6,0.03840023027955288,91.82288849257436,58.71463857886343
7,0.03839664641261823,12.929607511152671,246.9127858455343
8,0.0384933947265996,53.048229399796156,115.56276538897137
9,0.03848981085966496,69.15494700276416,303.76091265564224
10,0.03850056067232955,20.83479560947048,69.16646102086318
11,0.0384969779974878,36.941513212438466,257.3646181223005
12,0.038479061643046805,22.475101227278447,208.3553593730381
13,0.03847547837215861,38.58181883024645,66.55350663970904
14,0.0384862281848232,85.26166602134246,161.95905992231314
15,0.03848264491393501,6.368383624310458,350.15721210636724
16,0.03846472855949401,86.90197163915043,301.14795335710494
17,0.038461145288605815,8.008689242118436,159.346105541159
18,0.03847189510127041,54.68853501760413,254.75165882376314
19,0.03846831183038221,70.79525403618244,112.94980609043401
20,0.038450395475941215,56.32884205102241,63.940552258554895
21,0.03844681220505302,72.43555965399041,252.1386995252258
22,0.03845756201771761,24.115406845086426,347.54425772521313
23,0.03845397874682942,40.22212444805442,205.742404991884
24,0.03556945998694406,86.12983022754884,235.25242004214755
25,0.035565876716055864,7.23654783051682,93.45056730881845
26,0.035576626528720456,53.916393606002515,188.85612059142258
27,0.03557304266178581,70.02311120897052,47.05426785809348
28,0.035555126903391264,55.5566992238105,328.04501894359754
29,0.03555154363250307,71.66341824238881,186.24316621026844
30,0.03556229344516766,23.34326543348482,281.64871949287254
31,0.03555870957823302,39.44998303645281,139.84686675954345
32,0.03554079381983847,24.983571051292788,90.83761292766431
33,0.035537210548950274,41.09028865426079,279.03576019433524
34,0.035547960361614866,87.77013584535679,44.44131347693934
35,0.03554437709072667,8.876853448324798,232.63946074361021
36,0.035526460736285674,89.41044146316477,183.6302118291143
37,0.03552287746539748,10.517159066132775,41.828359095785174
38,0.03553362727806207,57.197006257228786,137.23390746100608
39,0.035530044007173876,73.30372386019677,325.4320596450602
40,0.0356267917251088,18.422347164450585,194.08203427111405
41,0.035623208454220595,34.52906618302889,52.280181537784955
42,0.035633958266885195,81.20891195851459,147.68573973777228
43,0.03563037559204344,97.31562956148258,335.8838870044431
44,0.035612458641556,82.84921757632256,286.8746282551808
45,0.0356088753706678,98.95593517929056,145.07278043923492
46,0.0356196251833324,50.63578237038657,240.47833372183905
47,0.035616042508490646,66.74249997335457,98.67648098850992
48,0.03559812555800321,52.27608798819455,49.667227156630815
49,0.035594542883161454,68.38280559116254,237.86537934068488
50,0.03560529269582605,20.062654197868866,333.2709277059058
51,0.03560170942493785,36.16937180083686,191.46907497257672
52,0.03558379247445041,21.70295981567684,142.4598211406976
53,0.03558020979960866,37.80967741864484,330.65797332475165
54,0.03559095961227326,84.48952319413054,96.06352660735578
55,0.035587376341385056,5.5962422127088525,284.26167387402666
56,0.03545479591456815,31.544794938135002,317.5931866668314
57,0.0354512120476335,47.651512541103,175.79134376826866
58,0.035461962456344545,94.33135973219902,271.19689213348954
59,0.03545837918545634,15.438077335167012,129.3950394001605
60,0.035440462234968904,95.97166535000699,80.38578556828134
61,0.03543687956012715,17.078382952974977,268.58393775233543
62,0.03544762937279175,63.75822872846068,33.98949103493956
63,0.03544404610190355,79.86494774703898,222.18763830161046
64,0.03542612974746256,65.39853576187897,173.17837955234813
65,0.035422546476574356,81.50525336484696,31.37653173640223
66,0.035433296289238955,33.18510055594298,126.78208501900635
67,0.03542971301835075,49.29181815891097,314.98023228567723
68,0.035411796663909756,34.825406173750956,265.9709833711813
69,0.03540821339302156,50.93212519232926,124.16913063785222
70,0.03541896320568615,97.61197096781495,219.57467900307313
71,0.03541537993479796,18.71868857078296,77.7728311871272
72,0.03551212765273288,58.837311875036754,276.42280581318107
73,0.035508544977891125,74.94402947800475,134.62095307985197
74,0.03551929419450928,26.623876669100763,230.02650636245608
75,0.03551571092362108,42.73059568767908,88.22465854651017
76,0.03549779516522653,28.264183702519055,39.21539979724784
77,0.03549421189433833,44.370901305487045,227.41354706391874
78,0.03550496111095648,91.05074708097276,322.8191003465229
79,0.035501377840068286,12.157464683940741,181.01725253057697
80,0.03548346208167374,92.69105269878072,132.0079986986978
81,0.03547987821473909,13.797771717359034,320.2061459653687
82,0.03549062802740369,60.47761749284473,85.61169924797285
83,0.035487044756515485,76.58433509581273,273.8098514320269
84,0.03546912899812094,62.11792311065271,224.8005926827646
85,0.03546554513118629,78.2246407136207,82.99873994943552
86,0.03547629494385089,29.904489320327034,178.4042981494228
87,0.03547271226900914,46.01120692329502,36.6024454160937
88,0.03534013184219223,71.95975823311086,69.9339631262816
89,0.03533654857130403,88.06647725168916,258.13211039295254
90,0.03534729778792218,39.746324442785195,353.53765875817345
91,0.03534371451703398,55.853042045753185,211.7358109422275
92,0.035325798758639435,41.38663006059316,162.72655711034838
93,0.03532221548775123,57.49334766356116,350.9247043770193
94,0.035332964704369384,9.17319485465717,116.33026257700656
95,0.03532938202952763,25.27991245762517,304.5284098436775
96,0.03531146567508664,10.813500472465147,255.51915109441518
97,0.03530788240419844,26.920218075433137,113.71729836108604
98,0.03531863162081659,73.60006385091884,209.12285656107335
99,0.035315048945974835,89.70678286949715,67.32100382774426
100,0.035297132591533845,75.24037088433712,348.3117499958651
